name,group,country,language,tvg_id,kind,source,url
"MS NOW","US - News","US","","MSNOW.us","hls","","https://tvsen6.aynaott.com/msnbc/index.m3u8"
"National Iranian Congress TV","US - News","US","","NationalIranianCongressTV.us@SD","hls","","https://tv.iraniancongress.com/stream/tv.m3u8"
"NBC 12 Winston-Salem NC (WXII) (720p)","US - News","US","","WXIITV201.us@HD","hls","","https://aegis-cloudfront-1.tubi.video/54b357b4-bf4b-4356-97b4-b1acb6ab62f7/playlist.m3u8"
"NBC 5 Chicago Live News (1080p)","US - News","US","","WMAQTV51.us@HD","hls","","https://d368vp0qqzvkid.cloudfront.net/11603/88889704/hls/master.m3u8?ads.xumo_channelId=88889704a&ads.xumo_ifaType=&ads.xumo_providerId=3818&ads.xumo_providerName=NBCNCHI"
"NBC 8 Lancaster PA (WGAL) (720p)","US - News","US","","WGAL81.us@HD","hls","","https://aegis-cloudfront-1.tubi.video/5d314174-0110-42af-8811-feaae073ea1e/playlist.m3u8"
"NBC News NOW","US - News","US","","NBCNewsNOW.us","hls","","https://d1bl6tskrpq9ze.cloudfront.net/hls/master.m3u8?ads.xumo_channelId=99984003"
"NBC News NOW","US - News","US","","NBCNewsNOW.us","hls","","https://livehub-voidnet.onrender.com/cluster/streamcore/us/NBC_REDIS.m3u8"
"NBC News NOW","US - News","US","","NBCNewsNOW.us","hls","","https://jmp2.uk/plu-5df97894467dfa00091c873c.m3u8"
"NBC News NOW","US - News","US","","NBCNewsNOW.us","hls","","https://pb-o6czxr182vtiv.akamaized.net/master.m3u8"
"NBC News NOW","US - News","US","","NBCNewsNOW.us","hls","","https://aegis-cloudfront-1.tubi.video/605fb6ea-f89c-451a-873c-030cb726b493/master.m3u8"
"NBC News NOW","US - News","US","","NBCNewsNOW.us","hls","","https://xumo-drct-nbcnn-ir8ze.fast.nbcuni.com/live/master.m3u8"
"NBC News NOW (1080p)","US - News","US","","NBCNewsNOW.us@SD","hls","","https://d1si3n1st4nkgb.cloudfront.net/10502/88896001/hls/master.m3u8?ads.xumo_channelId=88896001"
"News 12 New York (1080p)","US - News","US","","News12NewYork.us@SD","hls","","https://aegis-cloudfront-1.tubi.video/97fbb992-c212-4164-8406-abb6f731e517/playlist.m3u8"
"News12 New York","US - News","US","","News12NewYork.us","hls","","https://jmp2.uk/plu-5fff49cfb5cd4f0007c2b0dc.m3u8"
"Newsmax 2","US - News","US","","Newsmax2.us","hls","","https://nmxlive.akamaized.net/hls/live/529965/Live_1/index.m3u8"
"Newsmax 2","US - News","US","","Newsmax2.us","hls","","https://nmxdistro.akamaized.net/hls/live/529965/Live_1/index.m3u8"
"Newsmax 2","US - News","US","","Newsmax2.us","hls","","https://newsmax-klowdtv.amagi.tv/playlist.m3u8"
"Newsmax 2","US - News","US","","Newsmax2.us","hls","","https://a-cdn.klowdtv.com/live3/newsmax2_720p/playlist.m3u8"
"Newsmax 2","US - News","US","","Newsmax2.us","hls","","https://jmp2.uk/plu-55b179af994403942f3061d6.m3u8"
"Newsmax 2","US - News","US","","Newsmax2.us","hls","","https://amg00217-newsmax-newsmax-rokuus-dur76.amagi.tv/playlist.m3u8"
"Newsmax 2","US - News","US","","Newsmax2.us","hls","","https://newsmax-vizio.amagi.tv/playlist.m3u8"
"Newsmax 2 (1080p)","US - News","US","","Newsmax2.us@SD","hls","","https://amg00217-newsmax-newsmax-zeasn-022k9.amagi.tv/playlist.m3u8"
"Newsmax Spanish (1080p)","US - News","US","","NewsmaxSpanish.us@SD","hls","","https://n1ottesorkatv.akamaized.net/hls/live/2113795/Live_1/index.m3u8"
"Newsmax TV","US - News","US","","NewsmaxTV.us","hls","","https://dash3.antik.sk/live/test_newsmax_avc/playlist.m3u8"
"Newsmax TV","US - News","US","","NewsmaxTV.us","hls","","https://amg00217-newsmax-amg00217c2-zeasn-us-2412.playouts.now.amagi.tv/playlist/amg00217-newsmaxmediafast-newsmaxn1-zeasnus/playlist.m3u8"
"Newsmax TV","US - News","US","","NewsmaxTV.us","hls","","https://a-cdn.klowdtv.com/live2/newsmax_720p/playlist.m3u8"
"Newsmax TV (720p)","US - News","US","","NewsmaxTV.us@SD","hls","","https://nmx1ota.akamaized.net/hls/live/2107010/Live_1/index.m3u8"
"Newsy (1080p)","US - News","US","","Newsy.us@SD","hls","","https://547f72e6652371c3.mediapackage.us-east-1.amazonaws.com/out/v1/e3e6e29095844c4ba7d887f01e44a5ef/index.m3u8"
"NorCast Weather (1080p)","US - News","US","","NorCastWeather.us@HD","hls","","https://norcast-weather.streamology.live/api/v1/streams/c1b5b114698e1ad4687153c4402d5ef0/live.m3u8"
"NOW News Arabic (720p)","US - News","US","","NewsoftheWorld.us@Arabic","hls","","https://live.nowtelly.com/now_arabic/live/playlist.m3u8"
"NOW News Global (720p)","US - News","US","","NewsoftheWorld.us@Global","hls","","https://nowhls.wns.live/hls/stream.m3u8"
"NOW News Spanish (1080p)","US - News","US","","NewsoftheWorld.us@Spanish","hls","","https://live.nowtelly.com/now_spanish/live/playlist.m3u8"
"NOW News USA (1080p)","US - News","US","","NewsoftheWorld.us@USA","hls","","https://live.nowtelly.com/now_usa/live_usa/playlist.m3u8"
"NowMedia Television (1080p)","US - News","US","","NowMediaTelevision.us@HD","hls","","https://stream-204968.castr.net/64e0c91d08bff3041638aee3/live_a4243540d4b911f0b624bda5e9a32aa9/index.m3u8"
"NowMedia Television Spanish (1080p)","US - News","US","","NowMediaTelevision.us@Spanish","hls","","https://stream-204968.castr.net/64e0c91d08bff3041638aee3/live_a16fa020f4c411f09ddaa1978319689a/index.m3u8"
"NTD TV English","US - News","US","","NTDTVEnglish.us","hls","","https://amg17596-amg17596c1-ntdtv-worldwide-3276.playouts.now.amagi.tv/playlist/amg17596-newtangdynastytelevision-ntdtv-ntdtvworldwide/playlist.m3u8"
"NTD TV English","US - News","US","","NTDTVEnglish.us","hls","","https://ntd02.akamaized.net/NTDA/index.m3u8"
"NTD TV English","US - News","US","","NTDTVEnglish.us","hls","","https://amg17596-ntdtv-amg17596c1-stirr-us-4738.playouts.now.amagi.tv/ntd.m3u8"
"NTD TV English (1080p)","US - News","US","","NTDTVEnglish.us@USA","hls","","https://amg17596-ntdtv-amg17596c1-rakuten-gb-6741.playouts.now.amagi.tv/playlist/amg17596-newtangdynastytelevision-ntdtv-rakutengb/playlist.m3u8"
"NTD TV English UK (1080p)","US - News","US","","NTDTVEnglish.us@UK","hls","","https://ntd02.akamaized.net/NTD-UK/index.m3u8"
"OAN Plus","US - News","US","","OANPlus.us","hls","","https://a-cdn.herringnetwork.com/affiliate/oane/playlist.m3u8"
"OAN Plus","US - News","US","","OANPlus.us","hls","","https://a-cdn.klowdtv.com/live1/oane/playlist.m3u8"
"OAN Plus","US - News","US","","OANPlus.us","hls","","https://jmp2.uk/plu-5e7cf6c7b156d500078c5f44.m3u8"
"OAN Plus","US - News","US","","OANPlus.us","hls","","https://oneamericanews-roku-us.amagi.tv/playlist.m3u8"
"OANPlus (1080p)","US - News","US","","OANPlus.us@SD","hls","","https://oan-plus-tcl.amagi.tv/playlist.m3u8"
"One America News Network","US - News","US","","OneAmericaNewsNetwork.us","hls","","https://a-cdn.klowdtv.com/live1/oan_720p/playlist.m3u8"
"Payvand TV","US - News","US","","PayvandTV.us","hls","","https://bozztv.com/cus01/ucur1/Payvand/index.m3u8"
"Payvand TV (720p)","US - News","US","","PayvandTV.us@SD","hls","","https://tgn.bozztv.com/cus01/ucur1/Payvand/index.m3u8"
"Pluto TV Record News (720p)","US - News","US","","PlutoTVRecordNews.us@BR","hls","","https://jmp2.uk/plu-6102e04e9ab1db0007a980a1.m3u8"
"Redseat The First (720p)","US - News","US","","RedseatTheFirst.us@SD","hls","","https://a-cdn.klowdtv.com/live2/thefirst_720p/playlist.m3u8"
"Reuters (1080p)","US - News","US","","ReutersTV.us@SD","hls","","https://amg00453-reuters-amg00453c1-rakuten-uk-2110.playouts.now.amagi.tv/playlist/amg00453-reuters-reuters-rakutenuk/playlist.m3u8"
"Reuters TV","US - News","US","","ReutersTV.us","hls","","https://d5bxknkoxytmb.cloudfront.net/playlist/amg00453-reuters-reuters-samsunggb/playlist.m3u8"
"Reuters TV","US - News","US","","ReutersTV.us","hls","","https://amg00453-reuters-amg00453c1-samsung-gb-2113.playouts.now.amagi.tv/playlist/amg00453-reuters-reuters-samsunggb/playlist.m3u8"
"Reuters TV","US - News","US","","ReutersTV.us","hls","","https://amg00453-reuters-amg00453c1-xumo-us-2073.playouts.now.amagi.tv/reuters-reuters-hls/playlist.m3u8"
"Salem News Channel","US - News","US","","SalemNewsChannel.us","hls","","https://amg00732-salemmediagroup-salemnews-klowdtv-79zyj.amagi.tv/playlist/amg00732-salemmediagroup-salemnews-klowdtv/playlist.m3u8"
"Salem News Channel","US - News","US","","SalemNewsChannel.us","hls","","https://jmp2.uk/plu-66a7f0a78561260008c177f2.m3u8"
"Salem News Channel","US - News","US","","SalemNewsChannel.us","hls","","https://pb-v4mil672yaqlk.akamaized.net/Salem_News_Channel.m3u8"
"Salem News Channel","US - News","US","","SalemNewsChannel.us","hls","","https://amg00732-amg00732c2-stirr-us-8938.playouts.now.amagi.tv/playlist.m3u8"
"Salem News Channel","US - News","US","","SalemNewsChannel.us","hls","","https://amg00732-salemnewsfast-amg00732c2-xumo-us-1316.playouts.now.amagi.tv/snc-xm/playlist.m3u8"
"Salem News Channel (1080p)","US - News","US","","SalemNewsChannel.us@SD","hls","","https://amg00732-salemmediagroup-snc-ono-ekp8j.amagi.tv/playlist/amg00732-salemmediagroup-snc-ono/playlist.m3u8"
"SC Currents","US - News","US","","SCCurrents.us@SD","hls","","https://reflect-communitytv.cablecast.tv/live-5/live/stream-3/live.m3u8"
"Scripps News","US - News","US","","ScrippsNews.us","hls","","https://jmp2.uk/plu-5459795fc9f133a519bc0bef.m3u8"
"Scripps News","US - News","US","","ScrippsNews.us","hls","","https://pb-syzbb4sicfx4g.akamaized.net/ScrippsNews_US.m3u8"
"Scripps News","US - News","US","","ScrippsNews.us","hls","","https://content.uplynk.com/channel/4bb4901b934c4e029fd4c1abfc766c37.m3u8"
"Scripps News (1080p)","US - News","US","","ScrippsNews.us@SD","hls","","https://aegis-cloudfront-1.tubi.video/7e1c26b7-7975-4240-9a4f-480eaa8f3ea4/playlist.m3u8"
"The First TV","US - News","US","","TheFirstTV.us","hls","","https://jmp2.uk/plu-5d486acc34ceb37d3c458a64.m3u8"
"The First TV","US - News","US","","TheFirstTV.us","hls","","https://pb-7dne0wn288z2f.akamaized.net/The_First.m3u8"
"The First TV (1080p)","US - News","US","","TheFirstTV.us@SD","hls","","https://thefirst-oando.amagi.tv/playlist.m3u8"
"The Young Turks","US - News","US","","TheYoungTurks.us","hls","","https://tyt-samsungus.amagi.tv/playlist.m3u8"
"The Young Turks (1080p) [Geo-blocked]","US - News","US","","TheYoungTurks.us@SD","hls","","https://amg01220-amg01220c1-firetv-us-5111.playouts.now.amagi.tv/playlist.m3u8"
"TODAY All Day","US - News","US","","TODAYAllDay.us","hls","","https://jmp2.uk/plu-5d695f7db53adf96b78e7ce3.m3u8"
"TODAY All Day","US - News","US","","TODAYAllDay.us","hls","","https://aegis-cloudfront-1.tubi.video/cb7f305d-049a-4feb-bc6e-028c43ad3c3e/master.m3u8"
"TODAY All Day (1080p)","US - News","US","","TODAYAllDay.us@SD","hls","","https://d37kx062o4ii0p.cloudfront.net/master.m3u8"
"Top Stories by Newsy (720p)","US - News","US","","TopStoriesbyNewsy.us@SD","hls","","https://content.uplynk.com/channel/33c48f602cfd4474b957eb4ad999caf8.m3u8"
"UN Web TV (540p)","US - News","US","","UNWebTV.us@SD","hls","","https://cdnapi.kaltura.com/p/2503451/sp/250345100/playManifest/entryId/1_gb6tjmle/protocol/https/format/applehttp/a.m3u8"
"USA TODAY","US - News","US","","USATODAY.us","hls","","https://a-cdn.klowdtv.com/live3/usatoday_720p/playlist.m3u8"
"USA TODAY","US - News","US","","USATODAY.us","hls","","https://usatodaynews-samsungus-tsv2-ghkcu.amagi.tv/playlist.m3u8"
"USA TODAY","US - News","US","","USATODAY.us","hls","","https://amg00457-amg00457c1-stirr-us-8143.playouts.now.amagi.tv/playlist.m3u8"
"USA TODAY","US - News","US","","USATODAY.us","hls","","https://usatodaynews-xumo.amagi.tv/playlist.m3u8"
"USA Today (1080p)","US - News","US","","USATODAY.us@SD","hls","","https://cdn-ue1-prod.tsv2.amagi.tv/linear/amg00731-gannettcoinc-usatodaynews-plex/playlist.m3u8"
"VOA Persian (1080p)","US - News","US","","VoATVPersian.us@SD","hls","","https://voa-ingest.akamaized.net/hls/live/2033876/tvmc07/playlist.m3u8"
"VOA TV Africa (1080p)","US - News","US","","VoATV.us@SD","hls","","https://voa-ingest.akamaized.net/hls/live/2033874/tvmc06/playlist.m3u8"
"W14DK-D 14.2 NEWSNET","US - News","US","","W14DKD142.us@SD","hls","","https://2-fss-2.streamhoster.com/pl_118/204972-1954106-1/playlist.m3u8"
"WBRZ Weather Channel Baton Rouge LA (480p)","US - News","US","","WBRZTV21.us@HD","hls","","https://d2a6g6zgxepbwi.cloudfront.net/wbrz-edge/weather.stream_360p/playlist.m3u8"
"WBTV News (720p)","US - News","US","","WBTV641.us@HD","hls","","https://d2ugl2g2gz1giy.cloudfront.net/index.m3u8"
"WDEF-TV News Chattanooga TN (720p)","US - News","US","","WDEFTV121.us@HD","hls","","https://townnews.g-mana.live/media/a54a6409-5e91-46f0-9fee-06904c1fd094/main.m3u8"
"Weather Spy (720p)","US - News","US","","WeatherSpy.us@Poland","hls","","https://beaece44.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWV1X1dlYXRoZXJTcHlfSExT/playlist.m3u8"
"WeatherNation (1080p)","US - News","US","","WeatherNation.us@SD","hls","","https://d2ferbiwcx1539.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-8zd06wicndthf-ssai-prd/WNNationalSamsung/WNNationalSamsung.m3u8"
"WeatherSpy (720p)","US - News","US","","WeatherSpy.us@SD","hls","","https://d12gab6t5iutxf.cloudfront.net/playlist.m3u8"
"WFTX News Fort Myers FL (720p)","US - News","US","","WFTXTV361.us@HD","hls","","https://content.uplynk.com/channel/8975f81e6efd4e609873c3e8e25c7756.m3u8"
"WGAL-DT3 (1080p) [Geo-blocked]","US - News","US","","WGALDT3.us@SD","hls","","https://lowa8026-cmyk.github.io/iptv/WGAL-DT3/index.m3u8"
"WGGS-DT2 (720p)","US - News","US","","WGGSTV162.us@SD","hls","","https://content.uplynk.com/channel/1f93c13275024afb9e0ead299624073d.m3u8"
"WJBK 2.1","US - News","US","","WJBK21.us","hls","","https://aegis-cloudfront-1.tubi.video/5689247c-331e-4444-92e1-f7cc21377360/index.m3u8"
"WJBK-DT1 (1080p)","US - News","US","","WJBK21.us@HD","hls","","https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg00488-foxdigital-fox2detroitwjbk-vizious/playlist.m3u8"
"WMGT-TV News (Macon GA) (720p)","US - News","US","","WMGTTV411.us@HD","hls","","https://townnews.g-mana.live/media/e6909128-cd42-4690-8340-4b8a49455666/main.m3u8"
"WPTV News West Palm Beach FL (720p)","US - News","US","","WPTVTV51.us@HD","hls","","https://content.uplynk.com/channel/b02350ef854c4eef8358eead1f59a5cc.m3u8"
"WSOC Now (1080p) [Geo-blocked]","US - News","US","","WSOCNow.us@SD","hls","","https://amg00327-coxmediagroup-wsocbreaking-plex-t51et.amagi.tv/playlist/amg00327-coxmediagroup-wsocbreaking-plex/playlist.m3u8"
"WTVQ ABC 36 News (Lexington KY) (720p)","US - News","US","","WTVQDT361.us@HD","hls","","https://townnews.g-mana.live/media/14d1fd2c-0548-4803-80ad-6657831a7981/main.m3u8"
"WTXL-TV 27.1","US - News","US","","WTXLTV271.us","hls","","https://content.uplynk.com/channel/c66d1d2d9e2c46cea1cf22a33f6ca488.m3u8"
"WXXV-TV News (Biloxi MS) (720p)","US - News","US","","WXXVTV251.us@HD","hls","","https://townnews.g-mana.live/media/c8c354e0-672f-4368-a17d-a862ee98af4a/main.m3u8"
"American Pickers by History (1080p) [Geo-blocked]","US - Documentary","US","","","hls","","https://pb-k9ikw6ov8z4qi.akamaized.net/American_Pickers_by_History.m3u8"
"Antiques Roadshow PBS (1080p)","US - Documentary","US","","PBSAntiquesRoadshow.us@SD","hls","","https://amg00953-pbsusa-antiroadshow-xumo-x6ud5.amagi.tv/playlist.m3u8"
"Archivos Forenses","US - Documentary","US","","ArchivosForenses.us@Spain","hls","","https://jmp2.uk/plu-5f984f4a09e92d0007d74647.m3u8"
"Archivos Forenses","US - Documentary","US","","ArchivosForenses.us","hls","","https://jmp2.uk/plu-5efb8c19b2678b000780d032.m3u8"
"Atlas (480p)","US - Documentary","US","","Atlas.us@SD","hls","","https://cdn.whiplash.cc/whiplash-atlas/index.m3u8"
"Backstage","US - Documentary","US","","Backstage.us","hls","","https://fuse-backstage-xumo.amagi.tv/playlist.m3u8"
"Backstage (1080p)","US - Documentary","US","","Backstage.us@SD","hls","","https://d2ah48mnofquik.cloudfront.net/Backstage.m3u8"
"BritBox Mysteries","US - Documentary","US","","BritBoxMysteries.us","hls","","https://jmp2.uk/plu-60f5d389985a0c0007357304.m3u8"
"BritBox Mysteries","US - Documentary","US","","BritBoxMysteries.us","hls","","https://pb-ippotemhtglhp.akamaized.net/playlist.m3u8"
"BritBox Mysteries (1080p)","US - Documentary","US","","BritBoxMysteries.us@SD","hls","","https://aegis-cloudfront-1.tubi.video/c95700f8-e51c-4a36-ad46-56f70fc9f1d9/playlist.m3u8"
"Cazador de Homicidas","US - Documentary","US","","CazadordeHomicidas.us@Spain","hls","","https://jmp2.uk/plu-60ed5fb9c4716d0007d180c5.m3u8"
"Cazador de Homicidas","US - Documentary","US","","CazadordeHomicidas.us","hls","","https://jmp2.uk/plu-6109a9f5531b840007a4a187.m3u8"
"Court TV","US - Documentary","US","","CourtTV.us","hls","","https://jmp2.uk/plu-5dae0b4841a7d0000938ddbd.m3u8"
"Court TV","US - Documentary","US","","CourtTV.us","hls","","https://pb-2rv53xe17yzvq.akamaized.net/Court_TV_US.m3u8"
"Court TV","US - Documentary","US","","CourtTV.us","hls","","https://aegis-cloudfront-1.tubi.video/661c498b-4af0-4ba9-ae1c-4081340ee085/playlist.m3u8"
"Court TV","US - Documentary","US","","CourtTV.us","hls","","https://content.uplynk.com/channel/6c0bd0f94b1d4526a98676e9699a10ef.m3u8"
"Court TV (1080p)","US - Documentary","US","","CourtTV.us@SD","hls","","https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01438-ewscrippscompan-courttv-tablo/playlist.m3u8"
"Crime 360","US - Documentary","US","","Crime360.us","hls","","https://94a3e237.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWV1X0NyaW1lMzYwX0hMUw/playlist.m3u8"
"Crime 360","US - Documentary","US","","Crime360.us","hls","","https://jmp2.uk/plu-6578848a6e4f6a0008741910.m3u8"
"Crime 360","US - Documentary","US","","Crime360.us","hls","","https://jmp2.uk/plu-6578875614fbe400086e319e.m3u8"
"Crime 360 (720p)","US - Documentary","US","","Crime360.us@SD","hls","","https://jmp2.uk/plu-657880c46e4f6a00087404d0.m3u8"
"DangerTV (720p)","US - Documentary","US","","DangerTV.us@SD","hls","","https://dk0n7jh428tzj.cloudfront.net/v1/dangertv/samsungheadend_us/latest/main/hls/playlist.m3u8"
"Deadly Women","US - Documentary","US","","DeadlyWomen.us","hls","","https://jmp2.uk/plu-5ca1df0d50be2571e393ad31.m3u8"
"Deadly Women (1080p)","US - Documentary","US","","DeadlyWomen.us@UK","hls","","https://d1mgh147xpmgs8.cloudfront.net/DeadlyWomen_GB.m3u8"
"Detetives Médicos","US - Documentary","US","","DetetivesMedicos.us@BR","hls","","https://jmp2.uk/plu-638df93ae2f2a3000737c168.m3u8"
"Documentary+","US - Documentary","US","","DocumentaryPlus.us","hls","","https://d1kx9y4yhe8h6h.cloudfront.net/playlist.m3u8"
"Documentary+ (1080p)","US - Documentary","US","","DocumentaryPlus.us@US","hls","","https://ef79b15c8c7c46c7a9de9d33001dbd07.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-859-DOCUMENTARYPLUS-DOCUMENTARYPLUS/mt/documentaryplus/859/hls/master/playlist.m3u8"
"Documentary+ International (1080p)","US - Documentary","US","","DocumentaryPlus.us@International","hls","","https://1d153317c8db4250b3789601274e2402.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-887-DOCUMENTARYINTERNATIONAL-DOCUMENTARYPLUS/mt/documentaryplus/887/hls/master/playlist.m3u8"
"Dossiers FBI","US - Documentary","US","","DossiersFBI.us@France","hls","","https://jmp2.uk/plu-5f8edad922b10b000753bc37.m3u8"
"FBI Files","US - Documentary","US","","FBIFiles.us@UK","hls","","https://jmp2.uk/plu-62bdaa32a1b2fd00076693e8.m3u8"
"FBI Files","US - Documentary","US","","FBIFiles.us","hls","","https://jmp2.uk/plu-61814659533163000748aa04.m3u8"
"FBI Files","US - Documentary","US","","FBIFiles.us","hls","","https://jmp2.uk/plu-61815067b9802500076e16e0.m3u8"
"FBI Files","US - Documentary","US","","FBIFiles.us","hls","","https://jmp2.uk/plu-61814b9a9704450007e52316.m3u8"
"FBI Files","US - Documentary","US","","FBIFiles.us","hls","","https://jmp2.uk/plu-5cb6f6f9a461406ffe4022cf.m3u8"
"Forensic Files","US - Documentary","US","","ForensicFiles.us@SD","hls","","https://jmp2.uk/plu-62e92392a3e6270007f562e8.m3u8"
"Forensic Files","US - Documentary","US","","ForensicFiles.us","hls","","https://jmp2.uk/plu-6181241c1a35d50007874c27.m3u8"
"Forensic Files","US - Documentary","US","","ForensicFiles.us","hls","","https://jmp2.uk/plu-64ec5cf50f73a800081310a5.m3u8"
"Forensic Files","US - Documentary","US","","ForensicFiles.us","hls","","https://jmp2.uk/plu-6181262dc68b92000780fed2.m3u8"
"Forensic Files","US - Documentary","US","","ForensicFiles.us","hls","","https://jmp2.uk/plu-618124b2e53c8d00077b37f8.m3u8"
"Forensic Files","US - Documentary","US","","ForensicFiles.us","hls","","https://jmp2.uk/plu-5bb1af6a268cae539bcedb0a.m3u8"
"Get.Factual (720p)","US - Documentary","US","","Getfactual.us@UK","hls","","https://d1nhni5l2n8hjt.cloudfront.net/gf.m3u8"
"History 2 Latin America","US - Documentary","US","","History2LatinAmerica.us","hls","","http://45.190.28.50/H2_HD/index.m3u8"
"History 2 Latin America","US - Documentary","US","","History2LatinAmerica.us","hls","","http://190.93.224.42/HISTORY-2/index.m3u8"
"History 2 Latin America Brazil (720p)","US - Documentary","US","","History2LatinAmerica.us@Brazil","hls","","http://45.177.114.114/HISTORY_2/index.m3u8"
"History Asia (720p)","US - Documentary","US","","HistoryAsia.us@SD","hls","","https://freem3u.xyz/api/live/play.m3u8?vid=9856"
"History Latin America","US - Documentary","US","","HistoryLatinAmerica.us","hls","","http://190.93.224.42/HISTORY/index.m3u8"
"Ink Master","US - Documentary","US","","InkMaster.us@CA","hls","","https://jmp2.uk/plu-655f2d713944b60008bc7e90.m3u8"
"Ink Master","US - Documentary","US","","InkMaster.us@SD","hls","","https://jmp2.uk/plu-60807fd5db701400078219c2.m3u8"
"KPVM Story Television","US - Documentary","US","","KPVMLD256.us@SD","hls","","https://2-fss-1.streamhoster.com/pl_122/206858-4412976-1/playlist.m3u8"
"KTOO 360TV 3 (FNX)","US - Documentary","US","","KTOOTV33.us@HD","hls","","https://api.v3.invintus.com/StreamURI/persis/2147483647/KTOO360TV.stream/media.m3u8"
"Law & Crime","US - Documentary","US","","LawCrime.us","hls","","https://cdn.lawandcrime.net/rewind/playlist.m3u8"
"Law & Crime (720p)","US - Documentary","US","","LawCrime.us@SD","hls","","https://a-cdn.klowdtv.com/live3/law_720p/playlist.m3u8"
"Lucky Dog (720p)","US - Documentary","US","","LuckyDog.us@SD","hls","","https://d3j95sejv6mybj.cloudfront.net/Lucky_Dog.m3u8"
"MagellanTV Now","US - Documentary","US","","MagellanTVNow.us","hls","","https://amg00376-magellan-amg00376c5-samsung-nz-1714.playouts.now.amagi.tv/playlist/amg00376-magellantv-magellantvnowww-samsungnz/playlist.m3u8"
"MagellanTV Now","US - Documentary","US","","MagellanTVNow.us","hls","","https://pb-5evqkeieu3o6d.akamaized.net/Magellan_TV_Now.m3u8"
"MagellanTV Now (1080p)","US - Documentary","US","","MagellanTVNow.us@SD","hls","","https://amg00376-magellan-amg00376c5-samsung-au-1708.playouts.now.amagi.tv/playlist/amg00376-magellantv-magellantvnowww-samsungau/playlist.m3u8"
"Mystery Science Theater 3000","US - Documentary","US","","MysteryScienceTheater3000.us","hls","","https://mst3k-vizio.amagi.tv/playlist.m3u8"
"Mystery Science Theater 3000 (1080p)","US - Documentary","US","","MysteryScienceTheater3000.us@SD","hls","","https://d1c73nj8qxp55a.cloudfront.net/Mystery_Science_Theater_3000.m3u8"
"National Geographic Latin America","US - Documentary","US","","NationalGeographicLatinAmerica.us","hls","","http://45.162.193.35/NATGEO/index.m3u8"
"National Geographic Latin America","US - Documentary","US","","NationalGeographicLatinAmerica.us","hls","","http://190.93.224.42/NAT-GEO/index.m3u8"
"On the Case","US - Documentary","US","","OnTheCase.us@UK","hls","","https://jmp2.uk/plu-62cd971cec90c20007081050.m3u8"
"On The Case","US - Documentary","US","","OnTheCase.us","hls","","https://jmp2.uk/plu-62cd9f1cda044a00077b8f41.m3u8"
"On The Case","US - Documentary","US","","OnTheCase.us","hls","","https://jmp2.uk/plu-62cdad7b5c38c00007f566c2.m3u8"
"On The Case","US - Documentary","US","","OnTheCase.us","hls","","https://jmp2.uk/plu-615af74dfe3d8e0007524511.m3u8"
"PBS","US - Documentary","US","","PBS.us","hls","","https://pbs.lls.cdn.pbs.org/pst/index.m3u8"
"PBS Antiques Road Trip (1080p)","US - Documentary","US","","AntiquesRoadTrip.us@SD","hls","","https://amg02333-pbs-amg02333c1-samsung-au-1253.playouts.now.amagi.tv/PBSD-AntiquesRoadTripSF-samsung/playlist.m3u8"
"PBS Antiques Roadshow","US - Documentary","US","","PBSAntiquesRoadshow.us","hls","","https://amg02333-pbs-amg02333c8-firetv-us-4239.playouts.now.amagi.tv/playlist.m3u8"
"PBS Antiques Roadshow","US - Documentary","US","","PBSAntiquesRoadshow.us","hls","","https://jmp2.uk/plu-636c2b3c55d2e700074105c4.m3u8"
"PBS Antiques Roadshow","US - Documentary","US","","PBSAntiquesRoadshow.us","hls","","https://pb-ft51qiiwihqtb.akamaized.net/PBS_Antiques_Roadshow.m3u8"
"PBS KET KY (480p)","US - Documentary","US","","WKPCTV153.us@SD","hls","","https://2-fss-2.streamhoster.com/pl_132/amlst:200914-1315486/playlist.m3u8"
"PBS KET Louisville KY (WKMJ-TV) (720p)","US - Documentary","US","","WKMJTV681.us@HD","hls","","https://2-fss-1.streamhoster.com/pl_134/amlst:200914-1282960/playlist.m3u8"
"PBS KET World (480p)","US - Documentary","US","","WKMJTV683.us@SD","hls","","https://2-fss-1.streamhoster.com/pl_122/amlst:200914-2942150/playlist.m3u8"
"PBS KET2 (720p)","US - Documentary","US","","WKPCDT2.us@SD","hls","","https://2-fss-2.streamhoster.com/pl_140/amlst:200914-1315484/playlist.m3u8"
"PBS Kids (720p)","US - Documentary","US","","PBSKids.us@SD","hls","","https://livestream.pbskids.org/out/v1/14507d931bbe48a69287e4850e53443c/est.m3u8"
"PBS Kids Alaska (1080p)","US - Documentary","US","","PBSKidsAlaska.us@SD","hls","","https://livestream.pbskids.org/out/v1/94b88ad58fc14f84a9382341f1c00b82/akst.m3u8"
